,Unit_ID,Registration_Number,Crime_No,Vehicle_Owner_ID,UserID,DEDT,Time,Date
368494,2005,KA06EG1644,2018000093,2018000587,177500026,8/21/2018 13:46,13:46,8/21/2018 
368501,2005,KA508263,2014000031,2014000308,68200101,8/12/2014 9:52, 9:52,8/12/2014
368516,1934,KA51EU1874,2018000092,2018000592,107701574,9/21/2018 10:22,10:22,9/21/2018 
368659,2007,KA14EB2522,2017000176,2018000154,181500043,3/20/2018 13:41,13:41,3/20/2018 
368663,2007,KA14EF2697,2017000174,2018000008,101900026,1/9/2018 12:30,12:30,1/9/2018 
368744,1928,KA17EV6860,2017000019,2017000319,11700024,9/2/2017 10:06,10:06,9/2/2017 
369064,2007,KA14EB0944,2018000078,2018000448,100100005,9/1/2018 10:21,10:21,9/1/2018 
369065,2007,KA14EB1552,2018000001,2018000059,100400016,2/8/2018 19:38,19:38,2/8/2018 
369166,1887,KA14EA4769,2018000184,2018000016,100400014,11/23/2018 11:46,11:46,11/23/2018 
369219,1886,KL-12E-1754,2017000154,2017001066,100500053,8/22/2017 10:10,10:10,8/22/2017 
369236,2001,KA05-HW-5710,2014000003,2014000116,179900113,4/10/2014 10:54,10:54,4/10/2014 
369415,2005,KA05AA2907,2014000042,2014000082,178200002,7/9/2014 18:04,18:04,7/9/2014 
369420,2005,KA41B2418,2017000091,2017002187,131400350,8/7/2017 12:30,12:30,8/7/2017 
369449,1936,KA25EL5396,2017000038,2017000361,7900009,5/30/2017 20:54,20:54,5/30/2017 
369620,1925,KA06EC0682,2017000380,2018000030,180900140,1/14/2018 19:38,19:38,1/14/2018 
369629,1925,KA16C2289,2019000017,2019000257,50400042,5/11/2019 12:18,12:18,5/11/2019 
369677,2001,KA05AC7908,2017000186,2017001460,200100062,12/26/2017 14:32,14:32,12/26/2017 
369678,2001,KA05B7783,2015000029,2016000199,200100007,5/25/2016 17:52,17:52,5/25/2016 
369679,2001,KA05HH3267,2018000092,2019000002,178300012,1/7/2019 11:45,11:45,1/7/2019 
369893,2005,KA355888,2018000140,2018000796,175400007,11/19/2018 13:59,13:59,11/19/2018 
370152,2000,TN12F2499,2018000109,2018000090,133700008,8/13/2018 11:11,11:11,8/13/2018 
370187,1889,KA116526,2015000168,2015000069,86700016,8/1/2015 17:30,17:30,8/1/2015 
370309,2006,KA41-EB-2307,2014000079,2014000413,178300057,7/14/2014 10:51,10:51,7/14/2014 
370323,2006,KA41H8285,2017000167,2017001720,143000034,11/24/2017 13:38,13:38,11/24/2017 
370358,2007,KA14B6566,2018000095,2018000427,101300009,8/25/2018 18:53,18:53,8/25/2018 
370360,2007,KA14EA2025,2017000105,2017003348,103300006,8/24/2017 10:40,10:40,8/24/2017 
370403,2006,KA416455,2018000158,2018000816,179300040,12/22/2018 12:00,12:00,12/22/2018 
370407,2006,KA41N1636,2014000062,2014000457,189500001,7/26/2014 9:45, 9:45,7/26/2014
370476,2006,KA01EF596,2018000032,2018000190,178700071,3/9/2018 18:24,18:24,3/9/2018 
370505,2006,KA41A7783,2018000166,2018000848,178300085,12/31/2018 22:11,22:11,12/31/2018 
370610,1886,KA27U0713,2018000042,2019000290,103100009,7/29/2019 12:57,12:57,7/29/2019 
370776,2013,KA01C8354,2016000219,2017001199,205200003,4/24/2017 15:02,15:02,4/24/2017 
370782,2013,KA14EJ8493,2017000078,2017004422,104100018,9/14/2017 11:56,11:56,9/14/2017 
370928,2006,KA51D0277,2019000009,2019000114,24100233,1/29/2019 20:05,20:05,1/29/2019 
371016,2000,KA51MC1268,2018000231,2019000008,133000049,1/18/2019 13:30,13:30,1/18/2019 
371083,2006,KA43Q7376,2016000072,2016000097,176300060,4/3/2016 18:29,18:29,4/3/2016 
371249,1895,AP02BH4263,2017000473,2018000100,25700033,1/20/2018 20:06,20:06,1/20/2018 
371290,2000,KA03EF6593,2019000013,2019000031,133400010,3/13/2019 16:26,16:26,3/13/2019 
371298,2000,KA51EU5568,2018000146,2018000132,133000028,9/17/2018 11:15,11:15,9/17/2018 
371453,2013,KA04MC3002,2018000109,2018000863,192600001,6/24/2018 22:27,22:27,6/24/2018 
371462,2013,KA19AB3222,2017000169,2017004612,106800018,11/22/2017 21:06,21:06,11/22/2017 
371491,2006,KA51AB0029,2019000004,2019000065,200600024,1/29/2019 16:46,16:46,1/29/2019 
371677,2006,KA41EK6901,2018000079,2018000421,139700361,7/7/2018 12:40,12:40,7/7/2018 
371713,2003,KA16B7201,2019000016,2019000113,27700029,4/4/2019 10:01,10:01,4/4/2019 
371717,2007,KA14EL8643,2018000002,2018000037,200700022,1/28/2018 11:01,11:01,1/28/2018 
371756,2009,KA-09-MA-6246,2019000034,2019000137,112000048,4/9/2019 17:03,17:03,4/9/2019 
371757,2009,KA-09-U-6753,2019000034,2019000178,112000040,5/14/2019 13:44,13:44,5/14/2019 
371968,1937,KA05AH3034,2018000219,2018000236,28000020,8/9/2018 16:11,16:11,8/9/2018 
371973,1937,KA05JY5536,2017000062,2017000057,27700012,5/1/2017 19:50,19:50,5/1/2017 
371976,1937,KA09EN6854,2017000062,2017001065,133700022,6/28/2017 18:57,18:57,6/28/2017 
372002,2000,KA07A2579,2018000112,2018000106,181400039,8/24/2018 16:14,16:14,8/24/2018 
372022,1925,KA16C7659,2017000425,2017004332,50700027,12/1/2017 11:11,11:11,12/1/2017 
372149,2004,AP28dg6256,2018000122,2019000023,158600046,3/14/2019 15:57,15:57,3/14/2019 
372245,2004,KA38V5892,2019000007,2019000039,40100039,4/30/2019 14:20,14:20,4/30/2019 
372258,2014,KA-09-EH-1140,2016000003,2016000038,100900022,1/27/2016 17:58,17:58,1/27/2016 
372260,2014,KA-09-EL-3731,2017000118,2017001268,4400106,7/27/2017 13:18,13:18,7/27/2017 
372261,2014,KA-09-EM-9270,2015000061,2015000425,87900065,6/13/2015 14:03,14:03,6/13/2015 
372262,2014,KA-09-ES-5659,2014000030,2017000231,28400030,3/22/2017 10:51,10:51,3/22/2017 
372267,2014,KA-09-EX-9743,2018000126,2018000637,4000030,7/28/2018 19:55,19:55,7/28/2018 
372306,2000,KA51EY1745,2018000068,2018000056,134000020,6/17/2018 14:09,14:09,6/17/2018 
372477,2004,AP23L7703,2017000133,2018000027,39900010,3/23/2018 16:28,16:28,3/23/2018 
372482,1925,KA16EF6800,2017000244,2017003951,50900063,8/15/2017 18:16,18:16,8/15/2017 
372536,2013,KA19ME1175,2018000042,2018000701,105900040,4/11/2018 18:25,18:25,4/11/2018 
372632,1893,KA35F0365,2018000094,2018004517,36400023,10/16/2018 11:43,11:43,10/16/2018 
372651,2005,KA41EB8898,2014000114,2014000372,178200041,12/3/2014 14:32,14:32,12/3/2014 
372689,2007,KA14B4726,2017000175,2018000018,100500011,1/16/2018 13:24,13:24,1/16/2018 
372748,2013,KA19MC7906,2018000245,2018001692,106900007,12/29/2018 16:46,16:46,12/29/2018 
372859,2013,KA19MC7381,2018000193,2018001427,105100022,10/18/2018 18:20,18:20,10/18/2018 
372862,2013,KA19MD4788,2018000244,2018001688,104200016,12/29/2018 16:32,16:32,12/29/2018 
372870,2013,KA19MG4067,2018000043,2018000532,104500041,3/12/2018 15:58,15:58,3/12/2018 
372873,2013,KA19R1382,2017000285,2018000499,105500019,3/7/2018 10:07,10:07,3/7/2018 
372887,2013,KA20C9915,2017000221,2018000295,104600037,2/19/2018 22:59,22:59,2/19/2018 
372986,2014,KA-09-EM-5561,2018000167,2018000839,5000056,10/2/2018 20:13,20:13,10/2/2018 
372990,2014,KA-09-EQ-7540,2017000134,2017001582,4400049,11/10/2017 18:31,18:31,11/10/2017 
373001,2014,KA-09-EV-4026,2014000012,2014000037,4800042,8/4/2014 18:41,18:41,8/4/2014 
373008,2014,KA-09-F-3620,2015000147,2015000690,4400043,9/17/2015 12:24,12:24,9/17/2015 
373107,2009,KA-09-HQ-0685,2018000224,2018000297,112900050,11/19/2018 12:42,12:42,11/19/2018 
373129,2013,KA12K3663,2015000214,2017002936,104200050,5/3/2017 18:54,18:54,5/3/2017 
373138,2013,KA194439,2018000200,2018001494,166200008,10/31/2018 19:30,19:30,10/31/2018 
373234,2013,KA18ED0432,2018000123,2018001051,100503,7/17/2018 1:08, 1:08,7/17/2018
373249,2013,KA19AB6503,2018000064,2018000738,166200016,4/26/2018 12:51,12:51,4/26/2018 
373364,1790,KA03MN6030,2017000038,2017000018,25800013,3/16/2017 21:15,21:15,3/16/2017 
373521,2014,KA-09-ES-1364,2017000204,2017001750,4500057,11/28/2017 11:20,11:20,11/28/2017 
373615,2013,KA19MD3724,2014000005,2017002416,105900012,4/29/2017 17:32,17:32,4/29/2017 
373748,1914,KA-514599,2018000682,2018000394,27100013,12/9/2018 11:44,11:44,12/9/2018 
373943,1886,KA15U7825,2017000108,2017001043,101300039,6/19/2017 13:18,13:18,6/19/2017 
374131,1928,KA03MW1401,2015000046,2015000255,11700001,10/11/2015 19:44,19:44,10/11/2015 
374146,1914,KA-52-J-2611,2014000096,2014000016,27100023,3/18/2014 18:17,18:17,3/18/2014 
374246,2001,KA05B6461,2018000122,2018000684,179500026,12/27/2018 17:14,17:14,12/27/2018 
374334,2015,KA01MD0526,2017000003,2017000189,84100046,3/17/2017 22:48,22:48,3/17/2017 
374340,2015,KA02MD3564,2018000186,2018001104,4900006,12/21/2018 18:32,18:32,12/21/2018 
374346,2015,KA04MB8169,2017000173,2018000852,5700072,10/16/2018 14:46,14:46,10/16/2018 
374472,1928,KA01C2251,2016000050,2017000002,188500040,1/7/2017 12:31,12:31,1/7/2017 
374473,1928,KA01MH1869,2018000037,2018000218,10200053,9/24/2018 19:07,19:07,9/24/2018 
374479,1928,KA17D4107,2019000002,2019000089,152100078,3/25/2019 18:03,18:03,3/25/2019 
374514,1886,KA15TR9806,2017000080,2017000045,103100015,3/24/2017 23:49,23:49,3/24/2017 
374596,2013,KA19ME8636,2018000218,2019000037,105200020,2/7/2019 17:25,17:25,2/7/2019 
374602,2013,KA19MH2978,2017000195,2018000113,107400017,1/24/2018 12:35,12:35,1/24/2018 
374744,1928,KA16EB0226,2018000046,2018000294,11000052,12/3/2018 22:41,22:41,12/3/2018 
374747,1928,KA17A8564,2018000053,2019000034,11900008,2/2/2019 19:42,19:42,2/2/2019 
374850,1928,KA17B6208,2018000052,2018000325,11000011,12/17/2018 18:18,18:18,12/17/2018 
374871,2015,KA03AE3300,2018000083,2018000658,5900021,7/9/2018 18:35,18:35,7/9/2018 
374875,2015,KA04MD2149,2019000006,2019000134,201112,2/12/2019 19:05,19:05,2/12/2019 
374918,2017,KA-09EY-9306,2017000100,2017000781,90300026,7/14/2017 12:07,12:07,7/14/2017 
374919,2017,KA-09HB-0156,2017000181,2018000010,88000169,1/2/2018 12:44,12:44,1/2/2018 
374925,2017,KA-09HD-1406,2017000049,2017000318,90300024,4/17/2017 19:53,19:53,4/17/2017 
374938,2001,KA05B5464,2018000093,2019000115,200100022,4/5/2019 11:21,11:21,4/5/2019 
374941,2001,KA05EY5629,2018000086,2018000520,200100010,10/8/2018 19:43,19:43,10/8/2018 
374993,1937,KA04MP9284,2017000435,2017001252,134500019,11/13/2017 17:28,17:28,11/13/2017 
375116,1937,KA01MG5268,2018000358,2018000350,134700015,10/8/2018 17:37,17:37,10/8/2018 
375211,1928,KA17C4968,2018000049,2018000309,9700065,12/8/2018 14:27,14:27,12/8/2018 
375223,2015,CTO9271,2017000073,2017001470,5000091,12/31/2017 18:52,18:52,12/31/2017 
375233,2015,KA05K6371,2018000167,2019000032,4400067,1/10/2019 11:18,11:18,1/10/2019 
375239,1936,KA25P5396,2017000052,2017000567,169000047,7/15/2017 13:59,13:59,7/15/2017 
375267,2013,KA19MD4718,2017000208,2018000041,106800026,1/10/2018 13:16,13:16,1/10/2018 
375268,2013,KA19MD5644,2017000199,2018000029,105600014,1/6/2018 19:48,19:48,1/6/2018 
375355,1928,KA17EE7966,2018000059,2018000338,152100064,12/28/2018 12:29,12:29,12/28/2018 
375374,2017,KA-09EF-4236,2017000161,2017001188,90100021,12/22/2017 17:13,17:13,12/22/2017 
375378,2017,KA-09EV-5869,2017000059,2017000402,88300032,5/9/2017 18:02,18:02,5/9/2017 
375383,2017,KA-09HL-0893,2018000042,2018000255,90300001,3/26/2018 19:24,19:24,3/26/2018 
375406,2001,KA51-B-6755,2014000030,2014000471,178700051,7/6/2014 13:48,13:48,7/6/2014 
375553,2015,KA03MP6367,2018000191,2019000028,3200073,1/5/2019 18:40,18:40,1/5/2019 
375558,2015,KA059753,2017000134,2017001155,5900060,10/12/2017 12:13,12:13,10/12/2017 
375644,2017,KA-09EZ-2460,2017000191,2018000068,90200006,1/12/2018 17:18,17:18,1/12/2018 
375660,2017,KA-10S-7588,2017000123,2017000940,88700016,9/23/2017 10:22,10:22,9/23/2017 
375734,2015,KA068922,2018000104,2018000729,5900017,8/12/2018 18:11,18:11,8/12/2018 
376125,2017,KA-09EX-3285,2017000052,2017000340,155600023,4/22/2017 10:48,10:48,4/22/2017 
376153,1914,KA-17P-0577,2014000139,2014000024,133200003,3/21/2014 18:50,18:50,3/21/2014 
376203,2017,KA-09EX-7529,2016000139,2016014028,88000110,12/23/2016 10:56,10:56,12/23/2016 
376208,2017,KA-09HF-5801,2018000055,2018000356,161100024,6/11/2018 11:39,11:39,6/11/2018 
376237,2002,KA32A3380,2014000010,2014000090,115800057,3/2/2014 18:34,18:34,3/2/2014 
376473,2013,KA19MJ4709,2018000221,2018001544,105000036,11/22/2018 17:20,17:20,11/22/2018 
376573,2095,KA19F2788,2017000139,2017000946,106400016,10/6/2017 9:39, 9:39,10/6/2017
376854,2015,KA05JD2273,2018000106,2018000781,5800018,8/25/2018 12:22,12:22,8/25/2018 
377041,2017,KA-09ES-5841,2017000169,2017001159,89800020,12/19/2017 18:34,18:34,12/19/2017 
377085,2015,KA09EV2931,2017000138,2017001120,5700013,10/9/2017 18:25,18:25,10/9/2017 
377086,2015,KA09EV3664,2018000146,2018001042,5000043,12/12/2018 12:29,12:29,12/12/2018 
377300,2095,KA19MB4979,2018000030,2018000246,167200018,3/21/2018 18:11,18:11,3/21/2018 
377342,2013,KA49EV8338,2017000207,2018000008,166300047,1/2/2018 11:10,11:10,1/2/2018 
377593,2014,KA-03-AD-8225,2018000027,2018000143,5700017,3/7/2018 11:09,11:09,3/7/2018 
377629,2013,KA19MD9855,2018000228,2019000068,104100029,2/11/2019 17:50,17:50,2/11/2019 
377668,2007,KA14EB3859,2018000039,2018000335,181500022,7/14/2018 19:59,19:59,7/14/2018 
377847,2013,KA14A8079,2017000017,2017002176,104200046,4/28/2017 19:26,19:26,4/28/2017 
378200,2123,KA05AD9442,2018000586,2019000081,26300007,3/25/2019 12:05,12:05,3/25/2019 
378399,2132,KA19EP1397,2016000114,2017000040,138100045,2/7/2017 10:31,10:31,2/7/2017 
378449,2095,KA21S9922,2019000018,2019000123,106400029,2/7/2019 12:16,12:16,2/7/2019 
378600,2014,KA-09-EF-5770,2018000152,2018000925,5800022,11/4/2018 18:43,18:43,11/4/2018 
378628,2132,KA410156,2017000132,2017001481,49400015,11/25/2017 8:12, 8:12,11/25/2017
378630,2132,KA518766,2016000167,2017000256,176800050,4/28/2017 12:47,12:47,4/28/2017 
378645,2133,KA22EB7990,2018000059,2018000435,148400035,8/17/2018 13:36,13:36,8/17/2018 
378691,2133,AS03D3539,2018000036,2018000221,213300001,5/4/2018 12:48,12:48,5/4/2018 
378713,2095,KA19MC3959,2019000012,2019000067,107300029,1/23/2019 17:05,17:05,1/23/2019 
378831,2132,KA51EQ4111,2018000067,2018000356,176200051,7/26/2018 16:12,16:12,7/26/2018 
378835,2001,KA11K4782,2018000015,2018000137,200100021,2/5/2018 18:18,18:18,2/5/2018 
378851,2002,AP02TB0414,2018000025,2018000198,116900007,8/14/2018 13:18,13:18,8/14/2018 
379017,2133,KA23TB4740,2017000077,2017000626,28900282,12/15/2017 11:16,11:16,12/15/2017 
379060,2133,CH01AW5903,2019000008,2019000057,148500008,2/3/2019 12:04,12:04,2/3/2019 
379063,2133,KA23A7196,2018000025,2018000119,147900039,3/12/2018 17:57,17:57,3/12/2018 
379068,2133,KA23EC8646,2018000089,2019000002,14820034,1/8/2019 10:45,10:45,1/8/2019 
379079,2133,KA23EG6677,2016000059,2016000628,213300002,12/29/2016 20:24,20:24,12/29/2016 
379263,2009,KA-09-C-4555,2017000222,2017000255,56600151,7/4/2017 10:56,10:56,7/4/2017 
379274,2133,KA23EF2435,2018000081,2018000609,147900052,11/30/2018 15:07,15:07,11/30/2018 
379279,2133,KA23EK9472,2018000017,2018000147,29700027,3/16/2018 13:00,13:00,3/16/2018 
379366,2007,KA14EL9053,2018000056,2018000308,101500034,6/26/2018 17:59,17:59,6/26/2018 
379368,2007,KA14P0131,2018000059,2018000415,100100059,8/17/2018 18:14,18:14,8/17/2018 
379379,2009,KA-10-K-2009,2018000212,2018000289,112400045,11/18/2018 13:28,13:28,11/18/2018 
379406,2133,KA23B2698,2017000037,2017000302,148100030,6/28/2017 12:36,12:36,6/28/2017 
379484,1898,KA01AF8918,2018000036,2018000574,177400055,5/2/2018 13:22,13:22,5/2/2018 
379519,2133,KA23EJ4661,2017000042,2017000325,147800026,7/14/2017 10:10,10:10,7/14/2017 
379706,2009,AP29BP4776,2015000069,2015000089,88000060,10/12/2015 13:05,13:05,10/12/2015 
379711,2009,KA09EF7510,2016000013,2016000033,112900053,3/4/2016 19:02,19:02,3/4/2016 
379758,2001,KA01HL7228,2015000086,2016000135,200100008,5/12/2016 12:39,12:39,5/12/2016 
379870,2014,KA-01-HG-8059,2018000113,2018000554,4300017,6/29/2018 19:14,19:14,6/29/2018 
379883,2014,KA-06-ES-1723,2018000077,2018000490,4600011,6/8/2018 18:36,18:36,6/8/2018 
379917,2009,KA10W9136,2018000168,2018000229,112900021,8/24/2018 12:16,12:16,8/24/2018 
380141,2095,KA19ME0121,2019000017,2019000121,106400003,2/6/2019 17:17,17:17,2/6/2019 
380187,2105,KA01AD5627,2017000083,2017000481,112000004,9/14/2017 17:17,17:17,9/14/2017 
380222,1928,KA17D4235,2018000032,2018000236,10800021,9/27/2018 14:19,14:19,9/27/2018 
380224,1928,KA17EC1289,2018000067,2019000049,152100079,2/4/2019 16:15,16:15,2/4/2019 
380231,2015,KA01AD1685,2018000064,2018000527,5800073,5/17/2018 18:57,18:57,5/17/2018 
380298,2105,KA03EM1514,2018000115,2019000087,112300031,2/4/2019 19:50,19:50,2/4/2019 
380431,2002,KA36V7217,2018000013,2018000149,115800053,5/28/2018 21:25,21:25,5/28/2018 
380507,2105,KA03AD7414,2017000100,2017000589,112500010,11/16/2017 13:37,13:37,11/16/2017 
380517,2105,KA05ML6711,2017000098,2017000575,112800002,11/2/2017 13:14,13:14,11/2/2017 
380602,2017,KA-09HC-0421,2018000038,2018000219,88300029,3/18/2018 17:07,17:07,3/18/2018 
380900,2165,KA42R6262,2018000172,2019000058,134000019,1/28/2019 20:02,20:02,1/28/2019 
380972,2009,KA03MP4416,2018000178,2018000171,112800053,7/14/2018 10:46,10:46,7/14/2018 
381009,2105,KA05MT0010,2016000020,2016000104,112100032,6/6/2016 18:16,18:16,6/6/2016 
381112,2105,KA09B2744,2018000041,2018000222,112300037,6/11/2018 18:47,18:47,6/11/2018 
381167,2002,KA22Y1402,2015000064,2016000004,116300007,1/12/2016 12:46,12:46,1/12/2016 
381290,2001,KA20C3742,2018000025,2018000301,200100023,3/31/2018 19:24,19:24,3/31/2018 
381347,2165,KA42S7945,2018000158,2019000120,132800003,3/10/2019 20:33,20:33,3/10/2019 
381348,2165,KA42U7350,2018000160,2019000116,134200011,3/10/2019 12:44,12:44,3/10/2019 
381438,1927,KA-19-F-2903,2017000087,2017003788,106800015,8/4/2017 17:54,17:54,8/4/2017 
381510,1916,KA53C4526,2017000176,2017000970,187800026,5/8/2017 17:03,17:03,5/8/2017 
381812,2132,KA51AB5812,2018000068,2018000360,176300094,7/28/2018 10:54,10:54,7/28/2018 
382158,2169,KA52J1450,2018000181,2018000901,181600019,5/9/2018 18:04,18:04,5/9/2018 
382183,2155,KA11A2938,2017000145,2017000653,89700021,10/17/2017 17:54,17:54,10/17/2017 
382193,2158,KA21B874,2018000060,2018002878,139800024,8/1/2018 22:48,22:48,8/1/2018 
382198,2159,AP22AR2633,2018000031,2018000181,158900063,7/29/2018 12:01,12:01,7/29/2018 
382215,2159,KA32L9982,2018000074,2019000076,189400023,2/12/2019 17:43,17:43,2/12/2019 
382295,2169,KA52M4590,2018000045,2018000459,27100030,2/27/2018 14:46,14:46,2/27/2018 
382297,2169,KA52Q3040,2018000454,2018002353,27100008,11/22/2018 10:03,10:03,11/22/2018 
382376,2105,KA09F4087,2018000053,2018000190,113200032,5/24/2018 9:54, 9:54,5/24/2018
382381,2105,KA10A2224,2017000102,2017000577,112900054,11/14/2017 18:03,18:03,11/14/2017 
382384,2105,KA10J9495,2018000096,2019000338,112800042,6/21/2019 17:33,17:33,6/21/2019 
382446,2169,KA52H9088,2018000363,2018001757,26400004,8/31/2018 12:36,12:36,8/31/2018 
382449,2169,KA52K6886,2018000565,2019000359,132400003,2/23/2019 16:54,16:54,2/23/2019 
382451,2169,KA52K9967,2018000365,2018001678,107701727,8/20/2018 11:46,11:46,8/20/2018 
382469,2155,KA10X1971,2017000168,2017000845,90500012,12/2/2017 14:12,14:12,12/2/2017 
382473,2158,KA195642,2018000010,2018000024,166200024,4/14/2018 12:03,12:03,4/14/2018 
382549,2105,KA04D6525,2018000005,2018000051,113400021,1/30/2018 12:27,12:27,1/30/2018 
382633,2169,KA52K5256,2018000443,2018001960,27200013,9/22/2018 11:30,11:30,9/22/2018 
382640,2169,KA52M5508,2017000618,2017002798,27100002,12/2/2017 16:33,16:33,12/2/2017 
382641,2169,KA52Q9855,2018000511,2018002442,191400001,11/30/2018 11:27,11:27,11/30/2018 
382747,2160,AP21TY3091,2019000008,2019000143,84600045,3/13/2019 12:21,12:21,3/13/2019 
382794,2180,KA12A8216,2018000087,2018000529,57900043,12/11/2018 19:28,19:28,12/11/2018 
382888,2106,KA03MJ0565,2017000015,2018000146,133400008,5/17/2018 19:48,19:48,5/17/2018 
382890,2106,KA04EY2420,2018000023,2019000096,134300045,4/21/2019 13:12,13:12,4/21/2019 
383049,2007,KA14A5206,2018000015,2018000257,100500038,5/14/2018 18:39,18:39,5/14/2018 
383053,2165,KA42U6752,2018000044,2018000451,68200212,8/19/2018 12:22,12:22,8/19/2018 
383064,2002,KA37W1748,2014000014,2014000109,115500020,3/3/2014 15:30,15:30,3/3/2014 
383088,2172,KL14V8722,2018000075,2018001097,104500031,6/28/2018 11:40,11:40,6/28/2018 
383089,2172,KL60C6198,2018000160,2018001117,106900024,6/30/2018 17:04,17:04,6/30/2018 
383094,2180,KA09C4429,2018000018,2018000137,57800044,4/27/2018 13:09,13:09,4/27/2018 
383177,2165,KA42Q9355,2018000011,2018000203,134100053,4/28/2018 13:29,13:29,4/28/2018 
383178,2165,KA42R7288,2017000105,2017000697,134300042,11/23/2017 13:14,13:14,11/23/2017 
383179,2165,KA42S7540,2017000139,2018000094,133900018,2/11/2018 20:12,20:12,2/11/2018 
383192,2167,KA03AE0713,2017000127,2017004503,162100019,9/28/2017 12:48,12:48,9/28/2017 
383196,2167,KA03AE6038,2018000137,2018000596,162200011,10/3/2018 11:38,11:38,10/3/2018 
383200,2167,KA03MS2718,2018000186,2019000264,162300006,4/24/2019 18:34,18:34,4/24/2019 
383201,2167,KA04C9750,2019000007,2019000222,181900011,3/24/2019 13:12,13:12,3/24/2019 
383204,2167,KA04EX5923,2018000101,2018000671,162400001,11/11/2018 12:52,12:52,11/11/2018 
383312,2105,KA10V0775,2018000025,2018000152,111900017,4/7/2018 18:48,18:48,4/7/2018 
383321,2106,KA01HN2771,2018000052,2019000111,133800027,4/22/2019 12:38,12:38,4/22/2019 
383327,2106,KA05AG4289,2019000007,2019000016,133700010,3/9/2019 18:20,18:20,3/9/2019 
383328,2106,KA05JN8610,2016000055,2019000148,140000051,7/3/2019 11:00,11:00,7/3/2019 
383481,2095,KA19V3207,2019000009,2019000079,105100017,1/25/2019 16:11,16:11,1/25/2019 
383562,2180,KA03JQ6377,2019000008,2019000059,58700037,2/10/2019 10:58,10:58,2/10/2019 
383565,2180,KA05JB1943,2018000036,2018000202,57000008,5/31/2018 17:23,17:23,5/31/2018 
383567,2180,KA09F5229,2018000085,2018000477,58700012,11/7/2018 13:27,13:27,11/7/2018 
383692,2165,KA42W1661,2018000043,2018000298,133900010,7/6/2018 15:50,15:50,7/6/2018 
383695,2165,KA42W2334,2018000175,2019000466,132200051,7/22/2019 12:54,12:54,7/22/2019 
383697,2165,KA42W3317,2017000142,2017000791,134400021,12/16/2017 14:40,14:40,12/16/2017 
383700,2165,KA51MF6639,2018000150,2018000732,28000029,11/29/2018 19:40,19:40,11/29/2018 
383794,2169,KA52Q9333,2018000159,2018000999,25400010,6/1/2018 11:43,11:43,6/1/2018 
383950,2011,KA23J1303,2018000055,2018000045,148600013,3/1/2018 13:55,13:55,3/1/2018 
384013,2159,KA28TD1088,2018000100,2019000082,158900278,2/22/2019 19:58,19:58,2/22/2019 
384016,2159,KA33A0489,2018000036,2018000272,158900476,9/20/2018 10:06,10:06,9/20/2018 
384191,2167,CKN8559,2018000015,2018000180,74400027,3/26/2018 20:51,20:51,3/26/2018 
384357,2167,HR55W9615,2017000190,2018000086,174300003,2/2/2018 11:46,11:46,2/2/2018 
384358,2167,KA01MH1144,2018000125,2018000592,73800014,10/2/2018 18:14,18:14,10/2/2018 
384359,2167,KA01ML3296,2017000126,2017004671,174200047,12/1/2017 10:40,10:40,12/1/2017 
384373,2167,KA04A4131,2018000023,2018000193,174300027,4/3/2018 11:09,11:09,4/3/2018 
384377,2167,KA05D5661,2018000066,2018000344,174200050,5/31/2018 18:08,18:08,5/31/2018 
384491,2172,KL14V1861,2018000319,2019000101,166300045,1/29/2019 1:40, 1:40,1/29/2019
384492,2180,KA02M8706,2018000025,2018000189,57800005,5/12/2018 14:57,14:57,5/12/2018 
384499,2180,KA05ED7830,2018000008,2018000106,57400025,3/26/2018 13:23,13:23,3/26/2018 
384568,2172,KL60H1800,2017000014,2017000133,104200022,11/24/2017 1:00, 1:00,11/24/2017
384574,2180,Ka092567,2018000080,2018000467,57900017,11/6/2018 11:41,11:41,11/6/2018 
384734,2172,KL17N2559,2018000330,2019000354,104200015,3/18/2019 16:24,16:24,3/18/2019 
384739,2172,KL59K8235,2018000012,2018000495,104600003,3/25/2018 19:24,19:24,3/25/2018 
384911,2165,KA42X9268,2018000183,2019000302,142500069,7/1/2019 13:22,13:22,7/1/2019 
384914,2167,KA01MH9985,2018000080,2018000477,72500022,7/10/2018 18:32,18:32,7/10/2018 
385105,2106,GA07F4198,2018000013,2018000138,133900003,5/17/2018 10:40,10:40,5/17/2018 
385371,2155,KA19A2266,2018000168,2018001909,88300046,9/27/2018 17:12,17:12,9/27/2018 
385377,2155,KA55M4223,2018000254,2019000002,90600039,1/4/2019 12:22,12:22,1/4/2019 
385415,2105,KA10A0388,2018000071,2018000286,111900023,7/21/2018 20:15,20:15,7/21/2018 
385487,2106,KA05KM8814,2018000054,2019000084,28600004,4/19/2019 14:19,14:19,4/19/2019 
385488,2106,KA11B2879,2018000040,2018000227,134500004,7/6/2018 14:55,14:55,7/6/2018 
385492,2106,KA42H8525,2018000047,2018000252,133800014,10/13/2018 18:58,18:58,10/13/2018 
385754,2171,KA19AA3394,2017000299,2018000115,111600011,4/30/2018 18:53,18:53,4/30/2018 
385936,2172,KA13C3061,2018000239,2018001588,166200010,9/28/2018 0:16, 0:16,9/28/2018
386305,2172,KA18K6555,2018000188,2018001262,166300050,8/14/2018 11:36,11:36,8/14/2018 
